id,scholarship_name,chunk_type,text,tokens
national_writers_association_foundation_scholarships__provider_sponsor,National Writers Association Foundation Scholarships,field:Provider/Sponsor,"Scholarship: National Writers Association Foundation Scholarships
Provider: N/A
Level: all
Field: writing

Provider/Sponsor: N/A",14
national_writers_association_foundation_scholarships__level,National Writers Association Foundation Scholarships,field:Level,"Scholarship: National Writers Association Foundation Scholarships
Provider: N/A
Level: all
Field: writing

Level: all",14
national_writers_association_foundation_scholarships__field_of_study,National Writers Association Foundation Scholarships,field:Field of Study,"Scholarship: National Writers Association Foundation Scholarships
Provider: N/A
Level: all
Field: writing

Field of Study: writing",16
national_writers_association_foundation_scholarships__deadline,National Writers Association Foundation Scholarships,field:Deadline,"Scholarship: National Writers Association Foundation Scholarships
Provider: N/A
Level: all
Field: writing

Deadline: Applications accepted October 1 / December 31 each year",22
national_writers_association_foundation_scholarships__description,National Writers Association Foundation Scholarships,field:Description,"Scholarship: National Writers Association Foundation Scholarships
Provider: N/A
Level: all
Field: writing

Supports aspiring writers of any background in continuing their education and craft development.",25
commonwealth_shared_scholarship__summary,Commonwealth Shared Scholarship,summary,"Scholarship: Commonwealth Shared Scholarship
Jointly funded by the CSC and participating UK universities, this covers a one-year taught Master's degree including tuition, living costs, and flights, specifically for students who could not otherwise afford UK study.
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded",71
commonwealth_shared_scholarship__provider_sponsor,Commonwealth Shared Scholarship,field:Provider/Sponsor,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Provider/Sponsor: Commonwealth Scholarship Commission (CSC), UK",45
commonwealth_shared_scholarship__level,Commonwealth Shared Scholarship,field:Level,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Level: postgraduate",41
commonwealth_shared_scholarship__field_of_study,Commonwealth Shared Scholarship,field:Field of Study,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Field of Study: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)",66
commonwealth_shared_scholarship__country_region,Commonwealth Shared Scholarship,field:Country/Region,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Country/Region: TBC",41
commonwealth_shared_scholarship__funding_type,Commonwealth Shared Scholarship,field:Funding Type,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Funding Type: fully_funded",42
commonwealth_shared_scholarship__need_based,Commonwealth Shared Scholarship,field:Need Based?,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Need Based?: yes",42
commonwealth_shared_scholarship__min_grade_gpa,Commonwealth Shared Scholarship,field:Min Grade/GPA,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Min Grade/GPA: First degree of at least upper second-class (2:1) honours, or a lower second-class (2:2) degree plus a relevant postgraduate qualification; must not have studied or worked a year or more in a high-income country",75
commonwealth_shared_scholarship__deadline,Commonwealth Shared Scholarship,field:Deadline,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Deadline: OPENS MID/NOVEMBER, CLOSES EARLY DECEMBER (E.G. DECEMBER 9, 2025 FOR THE 2026/27 CYCLE)",53
commonwealth_shared_scholarship__description,Commonwealth Shared Scholarship,field:Description,"Scholarship: Commonwealth Shared Scholarship
Provider: Commonwealth Scholarship Commission (CSC), UK
Level: postgraduate
Field: any subject with clear relevance to the economic, social, or technological development of the applicant's home country (varies by participating uk university each year)
Funding: fully_funded

Jointly funded by the CSC and participating UK universities, this covers a one-year taught Master's degree including tuition, living costs, and flights, specifically for students who could not otherwise afford UK study.",71
